task_id	name	status	exit	realtime	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar
1280	PULL_FASTAS (OB986844.1)	COMPLETED	0	933ms	15.1%	0.4%	16.2 MB	1.1 GB	16.2 MB	1.1 GB	693.9 KB	53.3 KB
1287	PULL_FASTAS (OL887717.1)	COMPLETED	0	909ms	16.6%	0.5%	19.9 MB	1.2 GB	19.9 MB	1.2 GB	687 KB	83 KB
1281	PULL_FASTAS (OD899990.1)	COMPLETED	0	695ms	19.5%	0.5%	19 MB	1.1 GB	19 MB	1.2 GB	693.7 KB	53.1 KB
1282	PULL_FASTAS (OU387878.1)	COMPLETED	0	898ms	17.2%	0.5%	17.6 MB	1.1 GB	17.6 MB	1.2 GB	693.8 KB	53.5 KB
1291	PULL_FASTAS (OM006656.1)	COMPLETED	0	854ms	21.5%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	687.2 KB	82.7 KB
1283	PULL_FASTAS (OM666958.1)	COMPLETED	0	858ms	16.7%	0.6%	20.9 MB	1.2 GB	20.9 MB	1.2 GB	687 KB	82.6 KB
1284	PULL_FASTAS (MZ637822.1)	COMPLETED	0	909ms	16.8%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.4 KB	82.9 KB
1292	PULL_FASTAS (MZ184641.1)	COMPLETED	0	828ms	16.7%	0.5%	20.2 MB	1.1 GB	20.2 MB	1.2 GB	687.1 KB	82.8 KB
1285	PULL_FASTAS (OU812090.1)	COMPLETED	0	991ms	13.4%	0.5%	20.5 MB	1.2 GB	20.5 MB	1.2 GB	693.5 KB	53.3 KB
1286	PULL_FASTAS (MW868332.1)	COMPLETED	0	896ms	14.8%	0.5%	19.8 MB	1.2 GB	19.8 MB	1.2 GB	686.6 KB	82.6 KB
1288	PULL_FASTAS (OA992263.1)	COMPLETED	0	834ms	16.1%	0.5%	17.5 MB	1.1 GB	17.5 MB	1.1 GB	693.9 KB	53.3 KB
1290	PULL_FASTAS (OM904748.1)	COMPLETED	0	797ms	22.9%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.1 GB	686.9 KB	82.6 KB
1289	PULL_FASTAS (OD908103.1)	COMPLETED	0	869ms	19.7%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	694 KB	53.6 KB
1293	PULL_FASTAS (OW512610.1)	COMPLETED	0	808ms	15.4%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.1 GB	693.4 KB	53.1 KB
1294	PULL_FASTAS (ON287689.1)	COMPLETED	0	912ms	16.9%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686 KB	82.4 KB
1301	PULL_FASTAS (OV086918.1)	COMPLETED	0	894ms	16.7%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.1 GB	692.1 KB	52.9 KB
1295	PULL_FASTAS (OM337295.1)	COMPLETED	0	896ms	13.8%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	82.7 KB
1296	PULL_FASTAS (OM016478.1)	COMPLETED	0	853ms	14.4%	0.5%	17.4 MB	1.2 GB	17.4 MB	1.2 GB	686.9 KB	82.4 KB
1297	PULL_FASTAS (OM401225.1)	COMPLETED	0	827ms	17.6%	0.5%	18.7 MB	1.1 GB	18.7 MB	1.1 GB	687.2 KB	82.9 KB
1298	PULL_FASTAS (MW905524.1)	COMPLETED	0	907ms	18.7%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	686.7 KB	82.5 KB
1306	PULL_FASTAS (OM679087.1)	COMPLETED	0	793ms	21.5%	0.4%	16.7 MB	1 GB	16.7 MB	1.1 GB	686.8 KB	82.8 KB
1299	PULL_FASTAS (MW849942.1)	COMPLETED	0	833ms	22.1%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.2 GB	686.9 KB	82.4 KB
1300	PULL_FASTAS (OM094972.1)	COMPLETED	0	925ms	18.9%	0.5%	16.9 MB	1.2 GB	16.9 MB	1.2 GB	686.5 KB	82.1 KB
1302	PULL_FASTAS (OU471681.1)	COMPLETED	0	735ms	17.7%	0.4%	14.1 MB	1 GB	14.1 MB	1 GB	693.7 KB	53.1 KB
1304	PULL_FASTAS (MW758593.1)	COMPLETED	0	829ms	16.1%	0.5%	20.2 MB	1.1 GB	20.2 MB	1.2 GB	687 KB	83 KB
1303	PULL_FASTAS (OD989900.1)	COMPLETED	0	760ms	14.8%	0.5%	20.4 MB	1.2 GB	20.4 MB	1.2 GB	693.9 KB	53 KB
1305	PULL_FASTAS (OM226439.1)	COMPLETED	0	738ms	18.9%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	686.5 KB	82 KB
3378	PULL_FASTAS (MW782891.1)	COMPLETED	0	848ms	18.8%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686.6 KB	82.7 KB
1307	PULL_FASTAS (MW907479.1)	COMPLETED	0	953ms	17.1%	0.5%	20 MB	1.1 GB	20 MB	1.2 GB	686.6 KB	82.5 KB
1308	PULL_FASTAS (ON281150.1)	COMPLETED	0	953ms	19.4%	0.5%	18.4 MB	1.1 GB	18.5 MB	1.2 GB	686.1 KB	82.8 KB
1309	PULL_FASTAS (OK653997.1)	COMPLETED	0	647ms	23.8%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.2 GB	686.7 KB	82.3 KB
1316	PULL_FASTAS (MZ180820.1)	COMPLETED	0	745ms	16.2%	0.4%	14.7 MB	1 GB	14.7 MB	1 GB	686.8 KB	82.2 KB
1310	PULL_FASTAS (OM053644.1)	COMPLETED	0	958ms	16.0%	0.5%	18.6 MB	1.2 GB	18.6 MB	1.2 GB	687.1 KB	83.5 KB
1311	PULL_FASTAS (OM569370.1)	COMPLETED	0	911ms	16.8%	0.5%	18.6 MB	1.1 GB	18.7 MB	1.1 GB	686.7 KB	83.5 KB
1314	PULL_FASTAS (OM724087.1)	COMPLETED	0	840ms	18.0%	0.5%	20 MB	1.1 GB	20.1 MB	1.1 GB	686.8 KB	82.4 KB
1313	PULL_FASTAS (OU814569.1)	COMPLETED	0	811ms	18.5%	0.5%	19.8 MB	1.2 GB	19.8 MB	1.2 GB	690.2 KB	52.3 KB
1315	PULL_FASTAS (MZ315832.1)	COMPLETED	0	761ms	18.7%	0.5%	20.1 MB	1.1 GB	20.3 MB	1.2 GB	686.9 KB	82.8 KB
1317	PULL_FASTAS (OK144127.1)	COMPLETED	0	777ms	21.2%	0.5%	18.4 MB	1.1 GB	18.4 MB	1.2 GB	687 KB	82.4 KB
1318	PULL_FASTAS (MZ354181.1)	COMPLETED	0	746ms	24.1%	0.5%	20.3 MB	1.1 GB	20.3 MB	1.1 GB	686.8 KB	82.5 KB
1319	PULL_FASTAS (OD960517.1)	COMPLETED	0	900ms	19.2%	0.4%	15 MB	1 GB	15 MB	1 GB	694 KB	53.6 KB
1320	PULL_FASTAS (OK173469.1)	COMPLETED	0	863ms	16.4%	0.5%	20.7 MB	1.1 GB	20.7 MB	1.2 GB	686.7 KB	83 KB
1328	PULL_FASTAS (OD962970.1)	COMPLETED	0	839ms	16.8%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	694 KB	53.4 KB
1321	PULL_FASTAS (MZ143677.1)	COMPLETED	0	811ms	17.3%	0.5%	20.4 MB	1.1 GB	20.4 MB	1.1 GB	686.6 KB	82.2 KB
1329	PULL_FASTAS (OM585090.1)	COMPLETED	0	925ms	15.0%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.1 GB	687 KB	82.6 KB
1322	PULL_FASTAS (OD971565.1)	COMPLETED	0	849ms	14.0%	0.5%	18.9 MB	1.1 GB	19 MB	1.2 GB	693.9 KB	53.5 KB
1323	PULL_FASTAS (OV008114.1)	COMPLETED	0	825ms	19.2%	0.5%	19.5 MB	1.2 GB	19.5 MB	1.2 GB	689 KB	52.5 KB
1324	PULL_FASTAS (OU392341.1)	COMPLETED	0	842ms	24.4%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	693.4 KB	53 KB
1325	PULL_FASTAS (MZ779929.1)	COMPLETED	0	810ms	16.2%	0.5%	18.8 MB	1.1 GB	18.8 MB	1.1 GB	686.9 KB	82.6 KB
1326	PULL_FASTAS (OV087082.1)	COMPLETED	0	724ms	18.1%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	680.8 KB	50.8 KB
1335	PULL_FASTAS (OM564943.1)	COMPLETED	0	766ms	18.6%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.1 GB	686.8 KB	82.5 KB
1336	PULL_FASTAS (MZ372840.1)	COMPLETED	0	776ms	16.8%	0.5%	18.1 MB	1.1 GB	18.1 MB	1.1 GB	686.9 KB	82.3 KB
1327	PULL_FASTAS (OW121394.1)	COMPLETED	0	1s	15.6%	0.5%	18.7 MB	1.2 GB	18.7 MB	1.2 GB	693.9 KB	53.1 KB
1332	PULL_FASTAS (MZ578722.1)	COMPLETED	0	932ms	16.1%	0.4%	14.1 MB	1 GB	14.1 MB	1 GB	686.5 KB	81.8 KB
1331	PULL_FASTAS (MZ712887.1)	COMPLETED	0	795ms	18.7%	0.4%	13.6 MB	1 GB	13.6 MB	1 GB	686.6 KB	82.5 KB
1333	PULL_FASTAS (OB990848.1)	COMPLETED	0	883ms	24.4%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.2 GB	693.9 KB	53.6 KB
1334	PULL_FASTAS (OU534343.1)	COMPLETED	0	848ms	23.9%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	693.9 KB	53.1 KB
1337	PULL_FASTAS (OK293162.1)	COMPLETED	0	892ms	19.3%	0.5%	19 MB	1.1 GB	19 MB	1.2 GB	686.9 KB	82.7 KB
1338	PULL_FASTAS (MZ499015.1)	COMPLETED	0	800ms	15.1%	0.5%	18.7 MB	1.2 GB	18.7 MB	1.2 GB	686.3 KB	81.5 KB
1345	PULL_FASTAS (OM619778.1)	COMPLETED	0	827ms	15.0%	0.5%	17.7 MB	1 GB	17.7 MB	1 GB	686.7 KB	82.5 KB
1339	PULL_FASTAS (OM699520.1)	COMPLETED	0	814ms	15.1%	0.5%	20.4 MB	1.2 GB	20.4 MB	1.2 GB	687.1 KB	82.9 KB
1340	PULL_FASTAS (OU794807.1)	COMPLETED	0	889ms	16.2%	0.5%	20 MB	1.2 GB	20 MB	1.2 GB	693.9 KB	53.5 KB
1348	PULL_FASTAS (ON513563.1)	COMPLETED	0	919ms	18.0%	0.5%	20.1 MB	1.1 GB	20.2 MB	1.2 GB	686.5 KB	81.9 KB
1341	PULL_FASTAS (OB987640.1)	COMPLETED	0	895ms	18.4%	0.5%	20.1 MB	1.1 GB	20.2 MB	1.1 GB	693.9 KB	53.7 KB
1342	PULL_FASTAS (OK399299.1)	COMPLETED	0	790ms	21.0%	0.5%	19 MB	1.1 GB	19 MB	1.1 GB	686.3 KB	81.8 KB
1343	PULL_FASTAS (OD961079.1)	COMPLETED	0	725ms	21.0%	0.5%	19 MB	1.1 GB	19 MB	1.2 GB	693.9 KB	53.1 KB
1344	PULL_FASTAS (OM635714.1)	COMPLETED	0	726ms	19.9%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	686.7 KB	82.4 KB
1346	PULL_FASTAS (MW155134.1)	COMPLETED	0	876ms	15.3%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.6 KB	82 KB
1347	PULL_FASTAS (MZ694142.1)	COMPLETED	0	872ms	15.3%	0.5%	17.6 MB	1.2 GB	17.6 MB	1.2 GB	687 KB	82.4 KB
1350	PULL_FASTAS (OL821486.1)	COMPLETED	0	833ms	19.5%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.2 GB	686.9 KB	82.6 KB
1349	PULL_FASTAS (OV086093.1)	COMPLETED	0	802ms	20.3%	0.5%	20.1 MB	1.1 GB	20.2 MB	1.2 GB	693.2 KB	53 KB
1357	PULL_FASTAS (OD912397.1)	COMPLETED	0	740ms	17.7%	0.5%	20.4 MB	1.1 GB	20.4 MB	1.1 GB	693.3 KB	53.2 KB
1351	PULL_FASTAS (OM053874.1)	COMPLETED	0	762ms	20.6%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.1 GB	687.1 KB	83.1 KB
1352	PULL_FASTAS (MZ639679.1)	COMPLETED	0	809ms	23.7%	0.5%	18.4 MB	1.1 GB	18.4 MB	1.2 GB	686.3 KB	82.3 KB
1353	PULL_FASTAS (OB990143.1)	COMPLETED	0	838ms	15.6%	0.5%	17.5 MB	1.1 GB	17.5 MB	1.2 GB	694 KB	53.4 KB
1355	PULL_FASTAS (OM646505.1)	COMPLETED	0	741ms	18.9%	0.5%	20 MB	1.1 GB	20 MB	1.2 GB	686.8 KB	82.5 KB
1354	PULL_FASTAS (MW897520.1)	COMPLETED	0	859ms	15.4%	0.5%	17.9 MB	1.1 GB	17.9 MB	1.2 GB	686.9 KB	82.6 KB
1358	PULL_FASTAS (OM952841.1)	COMPLETED	0	729ms	22.0%	0.5%	19.7 MB	1.1 GB	19.8 MB	1.2 GB	686.6 KB	82 KB
1359	PULL_FASTAS (OW410920.1)	COMPLETED	0	1.1s	14.8%	0.5%	19.9 MB	1.2 GB	19.9 MB	1.2 GB	691.3 KB	52.6 KB
1356	PULL_FASTAS (MW679504.1)	COMPLETED	0	1.2s	14.4%	0.5%	17.1 MB	1.1 GB	17.1 MB	1.2 GB	686.6 KB	82.8 KB
1360	PULL_FASTAS (OL850157.1)	COMPLETED	0	810ms	19.3%	0.1%	3.3 MB	5.6 MB	3.3 MB	5.6 MB	687.2 KB	82.9 KB
1367	PULL_FASTAS (OD977211.1)	COMPLETED	0	926ms	19.1%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.1 GB	693.9 KB	53.9 KB
1361	PULL_FASTAS (OM134633.1)	COMPLETED	0	780ms	25.3%	0.5%	19.5 MB	1.2 GB	19.5 MB	1.2 GB	686.8 KB	82.7 KB
1362	PULL_FASTAS (OM445137.1)	COMPLETED	0	783ms	19.9%	0.5%	19.2 MB	1.2 GB	19.2 MB	1.2 GB	686.7 KB	82.5 KB
1363	PULL_FASTAS (OD995677.1)	COMPLETED	0	859ms	16.5%	0.5%	19 MB	1.1 GB	19 MB	1.1 GB	693.9 KB	53.5 KB
1364	PULL_FASTAS (OB982213.1)	COMPLETED	0	755ms	18.7%	0.5%	18.5 MB	1.2 GB	18.5 MB	1.2 GB	694 KB	53.4 KB
1372	PULL_FASTAS (OV309893.1)	COMPLETED	0	884ms	15.2%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	693.7 KB	53.7 KB
1365	PULL_FASTAS (OM167744.1)	COMPLETED	0	845ms	17.1%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	687 KB	83.9 KB
1366	PULL_FASTAS (OD952499.1)	COMPLETED	0	782ms	19.9%	0.5%	19.3 MB	1.1 GB	19.4 MB	1.2 GB	693.9 KB	53.3 KB
1368	PULL_FASTAS (OM572952.1)	COMPLETED	0	888ms	19.9%	0.5%	18.3 MB	1.2 GB	18.3 MB	1.2 GB	687.1 KB	82.4 KB
1369	PULL_FASTAS (OU977524.1)	COMPLETED	0	968ms	16.1%	0.5%	19.6 MB	1.1 GB	19.7 MB	1.1 GB	693.9 KB	53.4 KB
1370	PULL_FASTAS (ON459238.1)	COMPLETED	0	867ms	20.5%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.2 GB	685.7 KB	81.3 KB
1378	PULL_FASTAS (OW503276.1)	COMPLETED	0	737ms	23.8%	0.4%	16.3 MB	1 GB	16.3 MB	1 GB	691.7 KB	52.9 KB
1371	PULL_FASTAS (OU958105.1)	COMPLETED	0	925ms	15.6%	0.4%	16.8 MB	1.1 GB	16.8 MB	1.2 GB	694 KB	53.4 KB
1374	PULL_FASTAS (OL749042.1)	COMPLETED	0	906ms	14.9%	0.5%	19 MB	1.1 GB	19.1 MB	1.2 GB	686.8 KB	82.5 KB
1373	PULL_FASTAS (OM667046.1)	COMPLETED	0	927ms	14.2%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.2 GB	687 KB	82.8 KB
1375	PULL_FASTAS (OL778110.1)	COMPLETED	0	1s	13.6%	0.5%	19.7 MB	1.2 GB	19.8 MB	1.2 GB	686.7 KB	83.1 KB
1376	PULL_FASTAS (OL924724.1)	COMPLETED	0	825ms	18.8%	0.4%	13.9 MB	1 GB	13.9 MB	1 GB	686.6 KB	82.6 KB
1379	PULL_FASTAS (ON441488.1)	COMPLETED	0	998ms	14.2%	0.5%	19.3 MB	1.2 GB	19.3 MB	1.2 GB	686.1 KB	82.4 KB
1377	PULL_FASTAS (OC998338.1)	COMPLETED	0	1.2s	17.6%	0.4%	15.7 MB	1.1 GB	15.7 MB	1.1 GB	693.9 KB	53.3 KB
1380	PULL_FASTAS (ON221271.1)	COMPLETED	0	941ms	28.0%	0.1%	2.9 MB	5.6 MB	2.9 MB	5.6 MB	686.4 KB	81.9 KB
1381	PULL_FASTAS (OM017407.1)	COMPLETED	0	1.1s	15.3%	0.5%	18.6 MB	1.1 GB	18.6 MB	1.1 GB	687.2 KB	82.9 KB
1382	PULL_FASTAS (OM521049.1)	COMPLETED	0	1s	18.7%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.8 KB	82.5 KB
1383	PULL_FASTAS (OM413332.1)	COMPLETED	0	1s	18.3%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.2 GB	686.7 KB	82.6 KB
4380	PULL_FASTAS (MZ718893.1)	COMPLETED	0	806ms	20.5%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	686.9 KB	83.1 KB
3896	PULL_FASTAS (OM005860.1)	COMPLETED	0	1s	26.2%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.2 GB	686.8 KB	82.7 KB
1384	PULL_FASTAS (OM387967.1)	COMPLETED	0	877ms	19.1%	0.5%	17.1 MB	1.1 GB	17.1 MB	1.1 GB	686.9 KB	82.9 KB
1385	PULL_FASTAS (OD924469.1)	COMPLETED	0	876ms	19.6%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	694 KB	53.3 KB
1392	PULL_FASTAS (OX083542.1)	COMPLETED	0	782ms	23.9%	0.5%	19.8 MB	1.2 GB	19.8 MB	1.2 GB	693 KB	53 KB
1386	PULL_FASTAS (MZ454976.1)	COMPLETED	0	800ms	18.4%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686.4 KB	82.2 KB
1387	PULL_FASTAS (OD945276.1)	COMPLETED	0	863ms	19.7%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.1 GB	694 KB	53.7 KB
1388	PULL_FASTAS (MZ241019.1)	COMPLETED	0	857ms	21.4%	0.5%	19 MB	1.2 GB	19 MB	1.2 GB	686.7 KB	82.7 KB
1389	PULL_FASTAS (MW992862.1)	COMPLETED	0	909ms	17.2%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686.6 KB	83 KB
1397	PULL_FASTAS (OM354889.1)	COMPLETED	0	1.1s	16.5%	0.4%	16.7 MB	1 GB	16.7 MB	1 GB	687.2 KB	83.1 KB
1390	PULL_FASTAS (OM059869.1)	COMPLETED	0	899ms	15.2%	0.5%	19.8 MB	1.1 GB	19.8 MB	1.2 GB	686.7 KB	82.5 KB
1400	PULL_FASTAS (OM410384.1)	COMPLETED	0	823ms	17.4%	0.5%	20.1 MB	1.2 GB	20.1 MB	1.2 GB	686.7 KB	82.1 KB
1391	PULL_FASTAS (OM653096.1)	COMPLETED	0	798ms	20.8%	0.5%	19.7 MB	1.2 GB	19.7 MB	1.2 GB	686.6 KB	82.3 KB
1393	PULL_FASTAS (ON225955.1)	COMPLETED	0	866ms	19.0%	0.5%	20 MB	1.1 GB	20 MB	1.2 GB	686.6 KB	82.5 KB
1394	PULL_FASTAS (OM335803.1)	COMPLETED	0	825ms	19.1%	0.4%	16.6 MB	1 GB	16.6 MB	1.1 GB	687 KB	82.8 KB
1403	PULL_FASTAS (MW586187.1)	COMPLETED	0	893ms	20.5%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	687 KB	82.7 KB
1395	PULL_FASTAS (OK650157.1)	COMPLETED	0	991ms	13.7%	0.5%	20.1 MB	1.2 GB	20.1 MB	1.2 GB	686.5 KB	83.3 KB
1396	PULL_FASTAS (OA996753.1)	COMPLETED	0	799ms	19.4%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.1 GB	694 KB	53.3 KB
1398	PULL_FASTAS (HG999334.1)	COMPLETED	0	845ms	15.8%	0.5%	18.7 MB	1.1 GB	18.7 MB	1.1 GB	693.7 KB	53.5 KB
1399	PULL_FASTAS (OM011878.1)	COMPLETED	0	826ms	18.3%	0.5%	20.2 MB	1.2 GB	20.3 MB	1.2 GB	687.1 KB	82.6 KB
1401	PULL_FASTAS (OM064594.1)	COMPLETED	0	921ms	17.6%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	83 KB
1402	PULL_FASTAS (OC997058.1)	COMPLETED	0	785ms	20.4%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	694 KB	53.1 KB
1404	PULL_FASTAS (MZ045014.1)	COMPLETED	0	701ms	19.5%	0.5%	20.2 MB	1.2 GB	20.2 MB	1.2 GB	686.5 KB	82.2 KB
1405	PULL_FASTAS (OM542878.1)	COMPLETED	0	792ms	32.8%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.1 GB	686.6 KB	82.5 KB
1406	PULL_FASTAS (OV309047.1)	COMPLETED	0	807ms	20.3%	0.5%	18.8 MB	1.2 GB	18.8 MB	1.2 GB	692 KB	52.7 KB
1407	PULL_FASTAS (OB996329.1)	COMPLETED	0	778ms	18.7%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	691.5 KB	53 KB
1414	PULL_FASTAS (OM328485.1)	COMPLETED	0	867ms	18.9%	0.5%	18.4 MB	1.1 GB	18.4 MB	1.1 GB	687 KB	82.8 KB
1408	PULL_FASTAS (OM488444.1)	COMPLETED	0	954ms	15.1%	0.5%	19.3 MB	1.2 GB	19.3 MB	1.2 GB	686.8 KB	82.9 KB
1409	PULL_FASTAS (OL838588.1)	COMPLETED	0	1.2s	13.4%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	686.5 KB	84.1 KB
1411	PULL_FASTAS (MZ131880.1)	COMPLETED	0	860ms	16.4%	0.5%	19 MB	1.1 GB	19 MB	1.1 GB	686.3 KB	82.2 KB
1410	PULL_FASTAS (OD898488.1)	COMPLETED	0	814ms	17.2%	0.5%	18.7 MB	1.2 GB	18.7 MB	1.3 GB	694 KB	53.4 KB
1412	PULL_FASTAS (OL734124.1)	COMPLETED	0	981ms	19.6%	0.5%	20 MB	1.1 GB	20 MB	1.2 GB	686.7 KB	82.3 KB
1413	PULL_FASTAS (OM739055.1)	COMPLETED	0	754ms	20.1%	0.5%	20 MB	1.2 GB	20 MB	1.2 GB	686.5 KB	82.8 KB
1415	PULL_FASTAS (OB990167.1)	COMPLETED	0	810ms	21.2%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	694.1 KB	53.2 KB
1416	PULL_FASTAS (MW586434.1)	COMPLETED	0	901ms	15.8%	0.5%	20.3 MB	1.1 GB	20.3 MB	1.1 GB	686.9 KB	83 KB
1417	PULL_FASTAS (OM413293.1)	COMPLETED	0	881ms	17.4%	0.5%	20.7 MB	1.1 GB	20.8 MB	1.1 GB	686.8 KB	82.7 KB
1420	PULL_FASTAS (OM493349.1)	COMPLETED	0	1s	12.4%	0.5%	18.7 MB	1.1 GB	18.7 MB	1.2 GB	686.9 KB	83.1 KB
1419	PULL_FASTAS (ON277511.1)	COMPLETED	0	904ms	14.4%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	686.2 KB	82.7 KB
1418	PULL_FASTAS (OM213354.1)	COMPLETED	0	837ms	22.0%	0.4%	16.5 MB	1 GB	16.5 MB	1 GB	686.6 KB	82.5 KB
1421	PULL_FASTAS (OM661899.1)	COMPLETED	0	809ms	21.9%	0.5%	18.6 MB	1.2 GB	18.6 MB	1.2 GB	687 KB	82.4 KB
1422	PULL_FASTAS (OD991250.1)	COMPLETED	0	916ms	18.0%	0.5%	16.9 MB	1 GB	16.9 MB	1 GB	693.9 KB	53.7 KB
1423	PULL_FASTAS (OM343251.1)	COMPLETED	0	784ms	18.3%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686.6 KB	82.1 KB
1424	PULL_FASTAS (MZ499903.1)	COMPLETED	0	741ms	16.1%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	686.2 KB	81.5 KB
1430	PULL_FASTAS (OD951466.1)	COMPLETED	0	923ms	14.2%	0.5%	18.4 MB	1.2 GB	18.4 MB	1.2 GB	694.1 KB	53.1 KB
1426	PULL_FASTAS (OM927849.1)	COMPLETED	0	795ms	16.4%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.2 GB	686.3 KB	82 KB
1425	PULL_FASTAS (MZ281340.1)	COMPLETED	0	946ms	15.2%	0.5%	20.4 MB	1.2 GB	20.4 MB	1.2 GB	687 KB	82.7 KB
1427	PULL_FASTAS (ON212876.1)	COMPLETED	0	798ms	19.2%	0.6%	21.3 MB	1.2 GB	21.3 MB	1.2 GB	686.7 KB	82.8 KB
1436	PULL_FASTAS (MZ746591.1)	COMPLETED	0	745ms	23.3%	0.5%	19.1 MB	1.1 GB	19.2 MB	1.1 GB	686.8 KB	82.7 KB
1428	PULL_FASTAS (OD970108.1)	COMPLETED	0	843ms	24.8%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	693.6 KB	53.5 KB
1429	PULL_FASTAS (OM344578.1)	COMPLETED	0	711ms	24.7%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.2 GB	686.6 KB	81.9 KB
1432	PULL_FASTAS (OM529353.1)	COMPLETED	0	911ms	15.9%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	82.7 KB
1431	PULL_FASTAS (MZ444268.1)	COMPLETED	0	998ms	15.6%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	686.5 KB	82.9 KB
1433	PULL_FASTAS (MZ132265.1)	COMPLETED	0	878ms	15.2%	0.5%	20.2 MB	1.2 GB	20.2 MB	1.2 GB	687.1 KB	82.9 KB
1434	PULL_FASTAS (OD972929.1)	COMPLETED	0	815ms	22.6%	0.5%	19.8 MB	1.2 GB	19.8 MB	1.2 GB	694 KB	53.3 KB
1442	PULL_FASTAS (MW994117.1)	COMPLETED	0	811ms	18.5%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.1 GB	686.8 KB	82.8 KB
1435	PULL_FASTAS (OU806807.1)	COMPLETED	0	752ms	17.6%	0.5%	17.2 MB	1.1 GB	17.2 MB	1.1 GB	694 KB	52.9 KB
1437	PULL_FASTAS (MZ153806.1)	COMPLETED	0	878ms	22.7%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.2 GB	686.8 KB	83.4 KB
1438	PULL_FASTAS (OD940653.1)	COMPLETED	0	919ms	33.0%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.1 GB	694 KB	53.2 KB
1439	PULL_FASTAS (MZ070283.1)	COMPLETED	0	731ms	23.0%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	686.6 KB	82.3 KB
1441	PULL_FASTAS (OU385581.1)	COMPLETED	0	807ms	17.5%	0.5%	18.9 MB	1.2 GB	18.9 MB	1.2 GB	693.5 KB	53.3 KB
1440	PULL_FASTAS (OM774729.1)	COMPLETED	0	742ms	16.4%	0.5%	19.8 MB	1.1 GB	19.8 MB	1.1 GB	686.7 KB	82.6 KB
