sample,distance,date,day,lineage
OM236179-1,51,2021-12-27,484,BA.1.15
OM241157-1,46,2021-10-10,406,AY.44
OM241158-1,44,2021-10-10,406,AY.44
OM244226-1,39,2021-10-25,421,AY.47
OM244975-1,35,2021-05-19,262,AY.13
OM245425-1,39,2021-11-07,434,AY.103
OM245447-1,36,2021-12-20,477,AY.119
OM245462-1,35,2021-12-20,477,AY.120.1
OM246142-1,33,2021-11-15,442,AY.103
OM246504-1,47,2021-11-23,450,AY.103
OM255612-1,36,2021-08-11,346,AY.43
OM255962-1,43,2021-09-04,370,AY.25.1
OM258295-1,58,2021-12-20,477,BA.1.15
OM258480-1,58,2021-12-26,483,BA.1.1
OM258867-1,47,2021-11-28,455,AY.20
OM258926-1,45,2021-12-06,463,AY.3
OM259120-1,41,2021-12-14,471,AY.107
OM260342-1,59,2021-12-23,480,BA.1.1
OM260348-1,56,2021-12-23,480,BA.1.17.2
OM260497-1,41,2021-12-26,483,AY.103
OM260778-1,55,2021-12-26,483,BA.1.14
OM261257-1,43,2021-12-27,484,AY.103
OM261354-1,58,2021-12-27,484,BA.1.1
OM261640-1,56,2021-12-27,484,BA.1.15
OM261717-1,44,2021-12-28,485,BA.1
OM262087-1,58,2022-01-02,490,BA.1.1
OM263322-1,46,2021-12-15,472,AY.44
OM263855-1,58,2022-01-03,491,BA.1.1
OM263995-1,40,2022-01-03,491,B.1.1
OM264041-1,58,2022-01-03,491,BA.1.20
OM266117-1,45,2021-12-27,484,AY.103
OM267588-1,49,2022-01-03,491,AY.44
OM268291-1,43,2021-12-21,478,AY.3
OM269224-1,42,2022-01-02,490,AY.103
OM270234-1,41,2021-12-16,473,AY.103
OM270814-1,44,2021-12-26,483,AY.100
OM271152-1,61,2021-12-28,485,BA.1.1
OM271458-1,57,2021-12-29,486,BA.1.1
OM272050-1,57,2022-01-03,491,BA.1.1
OM272144-1,50,2021-12-27,484,BA.1
OM274468-1,33,2021-10-05,401,AY.75
OM274872-1,45,2021-12-14,471,AY.39.1
OM274899-1,43,2021-12-15,472,AY.3
OM274930-1,55,2021-12-15,472,BA.1
OM275228-1,58,2021-12-18,475,BA.1.15
OM280151-1,57,2022-01-08,496,BA.1.1
OM280754-1,43,2021-10-26,422,AY.103
OM285056-1,57,2021-12-21,478,BA.1.1.18
OM285309-1,39,2021-12-15,472,BA.1.15
OM288150-1,58,2021-12-27,484,BA.1.1
OM288717-1,48,2021-12-06,463,AY.20
OM288727-1,47,2021-11-23,450,AY.25
OM290456-1,49,2021-12-28,485,BA.1.15
OM290769-1,57,2021-12-29,486,BA.1.1
OM291046-1,57,2021-12-29,486,BA.1.20
OM291108-1,55,2021-12-29,486,BA.1
OM292571-1,58,2022-01-03,491,BA.1.1
OM293047-1,54,2021-12-30,487,BA.1
OM293173-1,57,2021-12-30,487,BA.1.1
OM293290-1,57,2021-12-30,487,BA.1.1.2
OM294106-1,58,2021-12-30,487,BA.1.17.2
OM294295-1,43,2021-12-07,464,AY.39
OM294345-1,43,2021-12-07,464,AY.3
OM294465-1,34,2021-12-16,473,AY.103
OM294497-1,37,2021-12-16,473,AY.119.2
OM294603-1,37,2021-12-17,474,AY.103
OM294848-1,44,2021-10-25,421,AY.44
OM295106-1,42,2021-12-29,486,AY.54
OM295215-1,34,2021-10-25,421,AY.44
OM295458-1,38,2021-12-16,473,AY.116.1
OM295705-1,45,2021-09-22,388,AY.126
OM295780-1,59,2021-12-26,483,BA.1.1
OM296496-1,55,2021-12-30,487,BA.1.15
OM296978-1,59,2021-12-22,479,BA.1.1
OM297261-1,44,2021-12-27,484,AY.39
OM297431-1,58,2021-12-27,484,BA.1.1
OM297799-1,43,2021-12-28,485,AY.47
OM297903-1,45,2021-12-28,485,AY.3
OM298592-1,53,2021-12-29,486,BA.1.1
OM298964-1,58,2021-12-30,487,BA.1.15
OM299215-1,54,2021-12-30,487,BA.1
OM299870-1,57,2022-01-02,490,BA.1.1
OM300607-1,58,2022-01-03,491,BA.1.1
OM301120-1,46,2022-01-03,491,AY.100
OM301277-1,58,2022-01-03,491,BA.1.15
OM303406-1,45,2021-11-27,454,AY.44
OM305539-1,60,2021-12-29,486,BA.1.15
OM306285-1,60,2022-01-04,492,BA.1.1
OM306340-1,58,2022-01-04,492,BA.1.1
OM306763-1,60,2022-01-04,492,BA.1.1.18
OM306820-1,59,2022-01-05,493,BA.1.15
OM306931-1,63,2022-01-06,494,BA.1.1
OM308434-1,56,2021-12-28,485,BA.1.15
OM308460-1,46,2021-12-28,485,AY.3
OM309203-1,38,2021-12-20,477,AY.25
OM309338-1,57,2021-12-22,479,BA.1.20
OM309622-1,58,2021-12-24,481,BA.1.1
OM309651-1,57,2021-12-24,481,BA.1.1.18
OM309672-1,64,2021-12-25,482,BA.1.1
OM309715-1,60,2021-12-26,483,BA.1.15
OM310420-1,56,2021-12-30,487,BA.1
OM310658-1,58,2022-01-01,489,BA.1.15
OM310757-1,59,2022-01-04,492,BA.1.1
OM315433-1,22,2020-11-24,86,B.1.2
OM315745-1,20,2020-11-17,79,B.1.2
OM316479-1,24,2020-11-17,79,B.1.2
OM319588-1,48,2021-11-29,456,AY.23
OM322068-1,58,2021-12-20,477,BA.1.15
OM322094-1,58,2021-12-21,478,BA.1.1
OM323437-1,45,2021-12-15,472,AY.44
OM324457-1,57,2022-01-05,493,BA.1.1
OM327110-1,46,2021-12-26,483,AY.25.1
OM327158-1,56,2021-12-27,484,BA.1
OM327184-1,51,2021-12-27,484,BA.1.1
OM328485-1,44,2021-11-26,453,AY.25
OM330275-1,57,2022-01-04,492,BA.1.1
OM330290-1,60,2022-01-04,492,BA.1.15
OM330649-1,59,2022-01-04,492,BA.1.1
OM331170-1,56,2022-01-04,492,BA.1
OM331185-1,60,2022-01-04,492,BA.1.18
OM331379-1,57,2022-01-04,492,BA.1.1
OM331422-1,55,2022-01-04,492,BA.1.1
OM332070-1,49,2021-12-29,486,AY.3
OM332222-1,54,2021-12-29,486,BA.1.1
OM333655-1,44,2021-12-07,464,B.1.617.2
OM335358-1,51,2021-12-30,487,BA.1.1
OM335387-1,52,2021-12-30,487,BA.1
OM335595-1,48,2021-12-30,487,BA.1.15
OM335757-1,59,2021-12-30,487,BA.1.15
OM335803-1,48,2021-12-30,487,AY.3
OM336888-1,52,2021-12-24,481,BA.1.20
OM337295-1,52,2021-12-28,485,BA.1.1
OM338494-1,57,2021-12-28,485,BA.1.1
OM338570-1,57,2021-12-29,486,BA.1.20
OM339384-1,42,2021-08-16,351,AY.44
OM342105-1,59,2022-01-06,494,BA.1.1
OM343251-1,59,2022-01-01,489,BA.1
OM343593-1,59,2022-01-03,491,BA.1.17
OM343821-1,57,2022-01-04,492,BA.1.1
OM344090-1,58,2022-01-04,492,BA.1.1
OM344204-1,58,2022-01-04,492,BA.1.1.10
OM344342-1,57,2022-01-04,492,BA.1.1
OM344471-1,58,2022-01-04,492,BA.1.15
OM344578-1,59,2022-01-05,493,BA.1.15
OM350727-1,60,2022-01-04,492,BA.1.15.2
OM350854-1,58,2022-01-04,492,BA.1.1.18
OM351338-1,57,2022-01-07,495,BA.1.1.18
OM351727-1,58,2022-01-07,495,BA.1.1.14
OM351926-1,58,2022-01-09,497,BA.1.1.18
OM352106-1,59,2021-12-29,486,BA.1.1.18
OM352174-1,59,2022-01-08,496,BA.1.1.18
OM352240-1,57,2022-01-09,497,BA.1.1.18
OM352496-1,57,2021-12-30,487,BA.1.1
OM353166-1,51,2021-12-30,487,BA.1.1
OM353478-1,54,2021-12-30,487,BA.1.20
OM353737-1,57,2021-12-30,487,BA.1.1
OM354185-1,58,2022-01-04,492,BA.1.1
OM354281-1,60,2022-01-04,492,BA.1.15
OM354385-1,57,2022-01-04,492,BA.1.15
OM354714-1,57,2022-01-05,493,BA.1.1
OM354854-1,58,2022-01-06,494,BA.1.15
OM354889-1,57,2022-01-06,494,BA.1.1
OM355028-1,59,2022-01-07,495,BA.1.1
OM355084-1,56,2022-01-08,496,BA.1.1
OM355218-1,58,2022-01-08,496,BA.1.17
OM355244-1,58,2022-01-08,496,BA.1.1
OM355434-1,58,2022-01-09,497,BA.1.1.18
OM355767-1,59,2021-12-23,480,BA.1.1
OM355865-1,51,2021-12-26,483,AY.44
OM356193-1,56,2021-12-28,485,BA.1.1
OM356612-1,56,2021-12-28,485,BA.1.1
OM356848-1,55,2021-12-28,485,BA.1.17
OM357011-1,58,2021-12-29,486,BA.1.1
OM357202-1,58,2021-12-29,486,BA.1.15
OM357509-1,58,2021-12-30,487,BA.1.1
OM357768-1,57,2021-12-31,488,BA.1.1
OM358073-1,60,2022-01-02,490,BA.1.1
OM358380-1,58,2022-01-03,491,BA.1.1
OM358884-1,57,2022-01-03,491,BA.1.20
OM358929-1,58,2022-01-03,491,BA.1.18
OM359053-1,56,2022-01-04,492,BA.1
OM359317-1,56,2022-01-04,492,BA.1
OM359860-1,58,2022-01-04,492,BA.1.1
OM359931-1,58,2022-01-04,492,BA.1.1
OM360080-1,57,2022-01-04,492,BA.1
OM360096-1,57,2022-01-04,492,BA.1.1
OM360203-1,56,2022-01-04,492,BA.1.17
OM361121-1,54,2022-01-05,493,BA.1
OM361543-1,59,2022-01-06,494,BA.1.1
OM361554-1,54,2022-01-06,494,BA.1.20
OM361588-1,59,2022-01-06,494,BA.1.1
OM361747-1,58,2022-01-07,495,BA.1.1
OM362082-1,41,2022-01-08,496,AY.103
OM362883-1,58,2022-01-13,501,BA.1.1
OM363789-1,58,2021-12-29,486,BA.1.1
OM364186-1,53,2021-12-30,487,BA.1.1
OM364717-1,59,2022-01-02,490,BA.1.18
OM366367-1,57,2021-12-24,481,BA.1
OM366635-1,57,2021-12-30,487,BA.1.17
OM366789-1,58,2021-12-30,487,BA.1.15
OM366858-1,59,2021-12-31,488,BA.1.15
OM368866-1,58,2022-01-17,505,BA.1.1
OM369585-1,38,2022-01-11,499,BA.1.1
OM369847-1,64,2022-01-04,492,BA.1.15
OM370102-1,44,2022-01-04,492,AY.103
OM370214-1,43,2022-01-04,492,AY.25.1
OM370395-1,58,2022-01-05,493,BA.1.1.18
OM370445-1,61,2022-01-05,493,BA.1.1
OM371338-1,62,2022-01-09,497,BA.1.1
OM371670-1,59,2022-01-10,498,BA.1.1
OM371933-1,58,2022-01-11,499,BA.1.1.18
OM372128-1,58,2022-01-11,499,BA.1.15
OM387754-1,55,2022-01-04,492,BA.1.15
OM387967-1,53,2022-01-04,492,BA.1
OM388174-1,54,2022-01-04,492,BA.1.1
OM389833-1,44,2021-11-23,450,AY.39
OM390259-1,51,2021-12-21,478,BA.1
OM390447-1,55,2021-12-21,478,BA.1.1
OM390501-1,47,2021-12-22,479,AY.103
OM392431-1,56,2022-01-13,501,BA.1
OM393797-1,58,2022-01-15,503,BA.1.1
OM394033-1,59,2022-01-15,503,BA.1.1
OM394719-1,61,2022-01-17,505,BA.1.1
OM394870-1,58,2022-01-17,505,BA.1.20
OM395205-1,55,2022-01-18,506,BA.1
OM395480-1,59,2022-01-18,506,BA.1.1
OM395825-1,58,2022-01-03,491,BA.1.1
OM395847-1,58,2022-01-03,491,BA.1.1
OM395987-1,54,2022-01-04,492,BA.1.18
OM396274-1,55,2022-01-07,495,BA.1.1
OM396716-1,57,2022-01-10,498,BA.1.15
OM398167-1,58,2022-01-06,494,BA.1.1
OM398381-1,58,2022-01-08,496,BA.1.1
OM398382-1,59,2022-01-08,496,BA.1.17.2
OM398387-1,45,2022-01-08,496,AY.3
OM399374-1,58,2022-01-13,501,BA.1.1
OM399521-1,53,2022-01-13,501,BA.1
OM399728-1,57,2022-01-13,501,BA.1.1
OM399731-1,56,2022-01-13,501,BA.1.20
OM399959-1,56,2022-01-14,502,BA.1.1
OM400631-1,23,2021-11-03,430,XC
OM401002-1,42,2021-10-25,421,AY.44
OM401047-1,48,2021-11-02,429,AY.44
OM401211-1,29,2021-09-09,375,XC
OM401225-1,43,2021-10-28,424,AY.103
OM402542-1,36,2021-11-08,435,AY.103
OM402593-1,44,2021-12-30,487,B.1.1
OM402725-1,37,2021-11-22,449,AY.103
OM402968-1,29,2021-12-06,463,AY.103
OM404365-1,54,2021-12-30,487,BA.1.1.2
OM404468-1,54,2021-12-31,488,BA.1.15
OM406589-1,60,2022-01-15,503,BA.1.1.18
OM407105-1,59,2022-01-16,504,BA.1
OM407602-1,57,2022-01-03,491,BA.1.1.18
OM407753-1,41,2022-01-04,492,AY.103
OM407921-1,57,2022-01-05,493,BA.1.1
OM408316-1,57,2022-01-06,494,BA.1.1
OM408474-1,60,2022-01-07,495,BA.1.15
OM409722-1,62,2022-01-10,498,BA.1.1
OM409984-1,44,2022-01-10,498,AY.103
OM410369-1,58,2022-01-10,498,BA.1.1
OM410380-1,57,2022-01-10,498,BA.1.15
OM410384-1,58,2022-01-10,498,BA.1.1
OM410434-1,59,2022-01-10,498,BA.1.15
OM410514-1,57,2022-01-10,498,BA.1.1
OM410854-1,60,2022-01-11,499,BA.1.1
OM410886-1,60,2022-01-11,499,BA.1.1
OM411182-1,59,2022-01-11,499,BA.1.1
OM411192-1,58,2022-01-11,499,BA.1.15
OM411539-1,56,2022-01-11,499,BA.1.1
OM411826-1,59,2022-01-11,499,BA.1.1
OM412245-1,60,2022-01-12,500,BA.1.1
OM412781-1,57,2022-01-12,500,BA.1.1
OM413026-1,57,2022-01-12,500,BA.1.1
OM413293-1,58,2022-01-13,501,BA.1.1
OM413332-1,57,2022-01-13,501,BA.1
OM413535-1,58,2022-01-14,502,BA.1.19
OM414369-1,54,2021-12-30,487,BA.1.1
OM414586-1,54,2021-12-30,487,BA.1.15
OM414618-1,54,2021-12-31,488,BA.1.15
OM419619-1,56,2022-01-11,499,BA.1.1
OM419632-1,56,2022-01-10,498,BA.1.1.18
OM419638-1,58,2022-01-11,499,BA.1.1.18
OM419949-1,54,2022-01-10,498,BA.1.1.18
OM420151-1,57,2022-01-07,495,BA.1.1
OM421235-1,54,2022-01-08,496,BA.1.1
OM424247-1,61,2022-01-10,498,BA.1.1
OM424266-1,70,2022-01-15,503,BA.2
OM429901-1,59,2022-01-10,498,BA.1.1
OM430442-1,58,2022-01-11,499,BA.1.1.18
OM430608-1,57,2022-01-11,499,BA.1.1.18
OM430747-1,57,2022-01-11,499,BA.1.1
OM431018-1,62,2022-01-12,500,BA.1.1
OM431104-1,58,2022-01-12,500,BA.1.1
OM431215-1,58,2022-01-12,500,BA.1.15
OM431419-1,59,2022-01-12,500,BA.1.1
OM431448-1,59,2022-01-12,500,BA.1.1.18
OM432356-1,58,2021-12-18,475,BA.1.15
OM432525-1,57,2022-01-01,489,BA.1
OM432646-1,46,2021-11-02,429,AY.3
OM433246-1,32,2021-04-27,240,B.1.1.1
OM433442-1,34,2021-06-03,277,B.1.637
OM433644-1,37,2021-07-08,312,AY.54
OM433669-1,36,2021-07-08,312,AY.14
OM437161-1,59,2022-01-04,492,BA.1.15
OM442504-1,13,2022-01-05,493,B.1.617.2
OM445137-1,57,2022-01-03,491,BA.1.1
OM445194-1,58,2022-01-04,492,BA.1.1.18
OM445467-1,61,2022-01-07,495,BA.1.20
OM446134-1,58,2022-01-13,501,BA.1.15
OM446364-1,61,2022-01-14,502,BA.1.15
OM446718-1,59,2022-01-14,502,BA.1.1
OM446721-1,70,2022-01-14,502,BA.2
OM446816-1,58,2022-01-14,502,BA.1.15
OM446880-1,57,2022-01-14,502,BA.1.1
OM447125-1,57,2022-01-15,503,BA.1.1
OM447573-1,60,2022-01-16,504,BA.1.1
OM448029-1,62,2022-01-17,505,BA.1.1
OM448874-1,56,2022-01-03,491,BA.1.1
OM449004-1,59,2022-01-04,492,BA.1.1
OM450817-1,58,2022-01-16,504,BA.1.15
OM453836-1,30,2021-03-06,188,B.1.258
OM455908-1,60,2022-01-10,498,BA.1.1
OM457542-1,53,2021-12-22,479,BA.1.1
OM457549-1,57,2021-12-22,479,BA.1.1.18
OM458527-1,54,2021-12-27,484,BA.1.15
OM458635-1,41,2021-12-23,480,AY.44
OM459029-1,42,2022-01-14,502,BA.1.1
OM459060-1,57,2022-01-11,499,BA.1.18
OM459332-1,53,2022-01-12,500,BA.1.1
OM459438-1,54,2022-01-11,499,BA.1.1
OM460236-1,55,2022-01-19,507,BA.1.1
OM461040-1,42,2021-12-28,485,AY.103
OM461161-1,61,2021-12-30,487,BA.1.15
OM461197-1,58,2021-12-30,487,BA.1.15
OM461285-1,58,2022-01-05,493,BA.1.1
OM461794-1,31,2021-07-20,324,AY.26
OM462169-1,24,2021-07-19,323,B.1.617.2
OM462277-1,38,2021-06-02,276,AY.44
OM462751-1,37,2021-08-31,366,AY.4
OM463291-1,47,2021-12-02,459,AY.4
OM464109-1,61,2022-01-23,511,BA.1.15
OM464314-1,58,2022-01-13,501,BA.1.1
OM464404-1,59,2022-01-15,503,BA.1.15
OM464575-1,57,2022-01-16,504,BA.1.1
OM464713-1,59,2022-01-16,504,BA.1.1.18
OM464929-1,56,2022-01-17,505,BA.1
OM466247-1,42,2021-12-03,460,AY.25.1
OM469393-1,59,2022-01-06,494,BA.1.1
OM469470-1,55,2022-01-07,495,BA.1.18
OM469843-1,58,2022-01-13,501,BA.1.1
OM474405-1,52,2022-01-17,505,BA.1.1
OM474497-1,54,2022-01-17,505,BA.1.1
OM474519-1,55,2022-01-18,506,BA.1.1
OM474578-1,54,2022-01-17,505,BA.1.1
OM474598-1,57,2022-01-17,505,BA.1.1
OM474763-1,55,2022-01-18,506,BA.1.1
OM474921-1,54,2022-01-18,506,BA.1.1
OM477086-1,57,2022-01-19,507,BA.1.1.18
OM477298-1,58,2022-01-19,507,BA.1.1
OM477623-1,58,2022-01-21,509,BA.1.1
OM477764-1,61,2022-01-21,509,BA.1.15
OM477787-1,56,2022-01-21,509,BA.1.1.18
OM477901-1,57,2022-01-21,509,BA.1.15
OM478045-1,63,2022-01-21,509,BA.1.1
OM478179-1,56,2022-01-21,509,BA.1
OM483545-1,57,2022-01-12,500,BA.1.1
OM483822-1,60,2022-01-15,503,BA.1.1
OM484173-1,62,2022-01-10,498,BA.1.1
OM484190-1,59,2022-01-10,498,BA.1.1
OM484210-1,58,2022-01-11,499,BA.1.20
OM485013-1,20,2020-11-06,68,B.1.2
OM486688-1,24,2021-05-04,247,B.1.526
OM487250-1,51,2021-12-09,466,AY.44
OM487628-1,45,2021-12-09,466,AY.103
OM487658-1,42,2021-12-23,480,B.1.617.2
OM487692-1,57,2021-12-27,484,BA.1.15.1
OM488311-1,54,2022-01-18,506,BA.1.1.18
OM488340-1,57,2022-01-19,507,BA.1.17
OM488347-1,53,2022-01-12,500,BA.1.15
OM488444-1,33,2022-01-19,507,B.1.1
OM488447-1,53,2022-01-18,506,BA.1
OM488509-1,55,2022-01-19,507,BA.1.18
OM488592-1,54,2022-01-19,507,BA.1.1
OM488767-1,53,2022-01-18,506,BA.1.1
OM491478-1,57,2022-01-15,503,BA.1.15
OM491861-1,55,2022-01-19,507,BA.1.1
OM492114-1,54,2022-01-19,507,BA.1.1
OM492505-1,56,2022-01-07,495,BA.1.20
OM493246-1,59,2022-01-12,500,BA.1.1
OM493349-1,55,2022-01-12,500,BA.1
OM493378-1,58,2022-01-13,501,BA.1.1
OM493625-1,47,2021-11-29,456,AY.25
OM494128-1,58,2021-12-22,479,BA.1.1
OM495175-1,58,2022-01-12,500,BA.1.15
OM495245-1,58,2022-01-12,500,BA.1.1
OM495276-1,58,2022-01-12,500,BA.1.15
OM495463-1,59,2022-01-13,501,BA.1.1
OM495787-1,45,2022-01-13,501,AY.25
OM496587-1,59,2022-01-14,502,BA.1.15
OM497893-1,60,2022-01-18,506,BA.1.1
OM498364-1,59,2022-01-18,506,BA.1.1
OM498436-1,57,2022-01-18,506,BA.1.1.18
OM498511-1,60,2022-01-18,506,BA.1.1
OM499412-1,58,2022-01-19,507,BA.1.1
OM499738-1,58,2022-01-19,507,BA.1.1
OM499909-1,57,2022-01-19,507,BA.1
OM500629-1,58,2022-01-19,507,BA.1.1.18
OM503386-1,42,2021-12-20,477,AY.44
OM503426-1,59,2021-12-20,477,BA.1.1
OM506262-1,43,2021-12-06,463,AY.103
OM506508-1,58,2022-01-06,494,BA.1.1
OM510788-1,58,2022-01-20,508,BA.1.1
OM510823-1,59,2022-01-20,508,BA.1.1
OM511098-1,61,2022-01-24,512,BA.1
OM513020-1,53,2022-01-19,507,BA.1.1
OM513032-1,56,2022-01-19,507,BA.1.1.18
OM513245-1,54,2022-01-19,507,BA.1.15
OM513602-1,54,2022-01-19,507,BA.1.1
OM517209-1,50,2022-01-12,500,BA.1.15
OM517775-1,58,2022-01-15,503,BA.1.1
OM518393-1,56,2022-01-17,505,BA.1.20
OM519026-1,58,2022-01-18,506,BA.1.15
OM519624-1,59,2022-01-17,505,BA.1.15
OM519825-1,60,2022-01-18,506,BA.1.1
OM519826-1,59,2022-01-18,506,BA.1.15
OM519924-1,58,2022-01-18,506,BA.1.1
OM519936-1,59,2022-01-18,506,BA.1.1.18
OM520046-1,58,2022-01-18,506,BA.1.1
OM520600-1,59,2022-01-19,507,BA.1.1
OM520872-1,58,2022-01-20,508,BA.1
OM521049-1,56,2022-01-20,508,BA.1
OM521189-1,61,2022-01-20,508,BA.1.15
OM521639-1,58,2022-01-21,509,BA.1
OM521673-1,58,2022-01-21,509,BA.1.1
OM524764-1,43,2021-11-05,432,AY.119
OM524951-1,47,2021-11-13,440,AY.39
OM525022-1,40,2021-11-12,439,AY.54
OM527551-1,58,2022-01-18,506,BA.1.1
OM527713-1,58,2022-01-18,506,BA.1.1
OM527836-1,58,2022-01-18,506,BA.1.1
OM528211-1,60,2022-01-19,507,BA.1.15
OM528418-1,59,2022-01-20,508,BA.1.1
OM528459-1,58,2022-01-20,508,BA.1.18
OM528622-1,58,2022-01-19,507,BA.1.1
OM528667-1,58,2022-01-20,508,BA.1.1
OM529353-1,57,2022-01-23,511,BA.1.20
OM529406-1,57,2022-01-23,511,BA.1.1
OM529452-1,60,2022-01-23,511,BA.1.1
OM529490-1,61,2022-01-23,511,BA.1.15
OM529708-1,56,2022-01-24,512,BA.1.1.18
OM530073-1,60,2022-01-25,513,BA.1.1.6
OM533952-1,61,2022-01-24,512,BA.1.15
OM538507-1,57,2022-01-11,499,BA.1.1
OM539520-1,57,2022-01-10,498,BA.1.1
OM539545-1,58,2022-01-10,498,BA.1.1.18
OM539662-1,57,2022-01-12,500,BA.1.1
OM539685-1,58,2022-01-12,500,BA.1.1
OM540187-1,58,2022-01-19,507,BA.1.15
OM540252-1,58,2022-01-19,507,BA.1.20
OM540334-1,58,2022-01-23,511,BA.1.1
OM540527-1,54,2021-12-29,486,BA.1.20
OM542050-1,44,2021-12-05,462,AY.107
OM542500-1,58,2022-01-09,497,BA.1.1
OM542508-1,59,2022-01-09,497,BA.1.1
OM542803-1,62,2022-01-14,502,BA.1.1
OM542878-1,58,2022-01-14,502,BA.1.15
OM543171-1,57,2022-01-17,505,BA.1.1
OM561210-1,50,2022-01-23,511,BA.1.1.18
OM561292-1,57,2022-01-24,512,BA.1.1
OM561896-1,56,2022-01-26,514,BA.1.1
OM562646-1,63,2022-01-01,489,BA.1.1.18
OM562659-1,60,2022-01-03,491,BA.1.1
OM562759-1,57,2022-01-17,505,BA.1.18
OM562813-1,56,2022-01-12,500,BA.1.1
OM562907-1,58,2021-12-27,484,BA.1.1.18
OM563067-1,57,2022-01-03,491,BA.1.15
OM563503-1,54,2022-01-21,509,BA.1
OM563595-1,55,2022-01-21,509,BA.1.1
OM563679-1,57,2022-01-21,509,BA.1.1
OM564796-1,58,2022-01-24,512,BA.1.15
OM564943-1,58,2022-01-24,512,BA.1.1
OM564964-1,62,2022-01-24,512,BA.1.15
OM565127-1,58,2022-01-24,512,BA.1.1
OM565190-1,62,2022-01-25,513,BA.1.1
OM565719-1,56,2022-01-19,507,BA.1.1
OM566216-1,61,2022-01-20,508,BA.1.1
OM566232-1,62,2022-01-20,508,BA.1.1
OM566351-1,58,2022-01-20,508,BA.1.1
OM566741-1,59,2022-01-20,508,BA.1.1
OM566992-1,58,2022-01-20,508,BA.1.1
OM569039-1,57,2022-01-19,507,BA.1.1
OM569149-1,57,2022-01-21,509,BA.1.1
OM569150-1,54,2022-01-19,507,BA.1
OM569370-1,53,2022-01-19,507,BA.1
OM569418-1,60,2022-01-22,510,BA.1.1
OM569900-1,46,2021-12-12,469,AY.25
OM571001-1,47,2022-01-27,515,BA.1
OM571032-1,56,2022-01-27,515,BA.1.1
OM572751-1,61,2022-01-26,514,BA.1.1
OM572780-1,61,2022-01-26,514,BA.1.1
OM572952-1,57,2022-01-26,514,BA.1.1
OM573252-1,58,2022-01-26,514,BA.1.20
OM573532-1,58,2022-01-27,515,BA.1.15
OM573830-1,58,2022-01-27,515,BA.1.15
OM573935-1,59,2022-01-28,516,BA.1.15
OM584373-1,61,2022-01-18,506,BA.1.15
OM584391-1,59,2022-01-18,506,BA.1.1
OM584538-1,58,2022-01-19,507,BA.1.1.18
OM584581-1,59,2022-01-20,508,BA.1.1
OM584764-1,57,2022-01-21,509,BA.1.1
OM584932-1,58,2022-01-21,509,BA.1.15
OM585086-1,60,2022-01-21,509,BA.1.1
OM585090-1,58,2022-01-21,509,BA.1.15
OM585191-1,58,2022-01-22,510,BA.1
OM585219-1,57,2022-01-22,510,BA.1.1
OM585269-1,57,2022-01-22,510,BA.1.1
OM585319-1,59,2022-01-22,510,BA.1.1
OM585338-1,58,2022-01-23,511,BA.1.1.18
OM615175-1,58,2022-01-10,498,BA.1.1
OM615345-1,56,2022-01-13,501,BA.1.1
OM615782-1,52,2022-01-20,508,BA.1.1
OM615861-1,49,2022-01-19,507,BA.1
OM616139-1,55,2022-01-11,499,BA.1
OM616170-1,58,2021-12-28,485,BA.1.1
OM619354-1,58,2022-01-27,515,BA.1.1
OM619778-1,58,2022-01-28,516,BA.1.1
OM619809-1,59,2022-01-28,516,BA.1.1
OM619865-1,63,2022-01-28,516,BA.1.15
OM620034-1,59,2022-01-28,516,BA.1.20
OM620473-1,59,2022-01-29,517,BA.1.1
OM620509-1,59,2022-01-29,517,BA.1.1
OM621204-1,60,2022-01-30,518,BA.1.15
OM621336-1,61,2022-01-30,518,BA.1.15
OM621708-1,61,2022-01-31,519,BA.1.1
OM621989-1,56,2022-01-10,498,BA.1.18
OM621994-1,58,2022-01-10,498,BA.1.1
OM622708-1,58,2022-01-17,505,BA.1.1
OM622905-1,47,2022-01-18,506,AY.119.2
OM624105-1,60,2022-01-22,510,BA.1.15
OM624126-1,55,2022-01-22,510,BA.1.1
OM624183-1,62,2022-01-22,510,BA.1.1
OM624525-1,69,2022-01-24,512,BA.2.10
OM624662-1,56,2022-01-24,512,BA.1
OM624817-1,61,2022-01-24,512,BA.1.1.14
OM624994-1,60,2022-01-25,513,BA.1.20
OM625000-1,58,2022-01-25,513,BA.1.1
OM625200-1,59,2022-01-25,513,BA.1.1
OM625576-1,58,2022-01-25,513,BA.1.15
OM626486-1,57,2022-01-26,514,BA.1.1
OM627143-1,62,2022-01-26,514,BA.1.1
OM627346-1,61,2022-01-26,514,BA.1.1
OM627606-1,60,2022-01-27,515,BA.1.1
OM628218-1,62,2022-01-28,516,BA.1.1
OM628538-1,62,2022-01-28,516,BA.1.1
OM635714-1,39,2021-10-09,405,AY.103
OM635837-1,41,2021-10-20,416,AY.25
OM636317-1,40,2021-08-04,339,AY.117
OM638848-1,59,2022-01-20,508,BA.1.1
OM639113-1,59,2022-01-23,511,BA.1.1
OM639181-1,59,2022-01-23,511,BA.1.1
OM642513-1,49,2021-11-20,447,AY.44
OM642767-1,59,2021-12-27,484,BA.1.1
OM642824-1,59,2021-12-27,484,BA.1.15
OM643027-1,47,2021-12-12,469,AY.103
OM644184-1,59,2022-01-29,517,BA.1.1
